run_id,subject,exercise,restimulus,rerepetition,n_samples,first_source_row,last_source_row,duration_seconds,segment_type
4803,15,3,23,6,382,2782622,2783003,3.82,active
4804,15,3,0,0,452,2783004,2783455,4.52,rest
4805,15,3,23,7,430,2783456,2783885,4.3,active
4806,15,3,0,0,329,2783886,2784214,3.29,rest
4807,15,3,23,8,461,2784215,2784675,4.61,active
4808,15,3,0,0,392,2784676,2785067,3.92,rest
4809,15,3,23,9,477,2785068,2785544,4.77,active
4810,15,3,0,0,378,2785545,2785922,3.78,rest
4811,15,3,23,10,431,2785923,2786353,4.31,active
4812,15,3,0,0,327,2786354,2786680,3.27,rest
4813,16,2,0,0,467,2887872,2888338,4.67,rest
4814,16,2,1,1,222,2888339,2888560,2.22,active
4815,16,2,0,0,561,2888561,2889121,5.61,rest
4816,16,2,1,2,375,2889122,2889496,3.75,active
4817,16,2,0,0,438,2889497,2889934,4.38,rest
4818,16,2,1,3,307,2889935,2890241,3.07,active
4819,16,2,0,0,579,2890242,2890820,5.79,rest
4820,16,2,1,4,257,2890821,2891077,2.57,active
4821,16,2,0,0,574,2891078,2891651,5.74,rest
4822,16,2,1,5,288,2891652,2891939,2.88,active
4823,16,2,0,0,526,2891940,2892465,5.26,rest
4824,16,2,1,6,311,2892466,2892776,3.11,active
4825,16,2,0,0,522,2892777,2893298,5.22,rest
4826,16,2,1,7,356,2893299,2893654,3.56,active
4827,16,2,0,0,453,2893655,2894107,4.53,rest
4828,16,2,1,8,365,2894108,2894472,3.65,active
4829,16,2,0,0,491,2894473,2894963,4.91,rest
4830,16,2,1,9,414,2894964,2895377,4.14,active
4831,16,2,0,0,397,2895378,2895774,3.97,rest
4832,16,2,1,10,411,2895775,2896185,4.11,active
4833,16,2,0,0,508,2896186,2896693,5.08,rest
4834,16,2,2,1,281,2896694,2896974,2.81,active
4835,16,2,0,0,490,2896975,2897464,4.9,rest
4836,16,2,2,2,333,2897465,2897797,3.33,active
4837,16,2,0,0,511,2897798,2898308,5.11,rest
4838,16,2,2,3,294,2898309,2898602,2.94,active
4839,16,2,0,0,523,2898603,2899125,5.23,rest
4840,16,2,2,4,297,2899126,2899422,2.97,active
4841,16,2,0,0,585,2899423,2900007,5.85,rest
4842,16,2,2,5,295,2900008,2900302,2.95,active
4843,16,2,0,0,506,2900303,2900808,5.06,rest
4844,16,2,2,6,284,2900809,2901092,2.84,active
4845,16,2,0,0,537,2901093,2901629,5.37,rest
4846,16,2,2,7,377,2901630,2902006,3.77,active
4847,16,2,0,0,452,2902007,2902458,4.52,rest
4848,16,2,2,8,293,2902459,2902751,2.93,active
4849,16,2,0,0,551,2902752,2903302,5.51,rest
4850,16,2,2,9,386,2903303,2903688,3.86,active
4851,16,2,0,0,488,2903689,2904176,4.88,rest
4852,16,2,2,10,321,2904177,2904497,3.21,active
4853,16,2,0,0,514,2904498,2905011,5.14,rest
4854,16,2,3,1,293,2905012,2905304,2.93,active
4855,16,2,0,0,541,2905305,2905845,5.41,rest
4856,16,2,3,2,284,2905846,2906129,2.84,active
4857,16,2,0,0,565,2906130,2906694,5.65,rest
4858,16,2,3,3,290,2906695,2906984,2.9,active
4859,16,2,0,0,558,2906985,2907542,5.58,rest
4860,16,2,3,4,258,2907543,2907800,2.58,active
4861,16,2,0,0,570,2907801,2908370,5.7,rest
4862,16,2,3,5,284,2908371,2908654,2.84,active
4863,16,2,0,0,511,2908655,2909165,5.11,rest
4864,16,2,3,6,311,2909166,2909476,3.11,active
4865,16,2,0,0,542,2909477,2910018,5.42,rest
4866,16,2,3,7,286,2910019,2910304,2.86,active
4867,16,2,0,0,557,2910305,2910861,5.57,rest
4868,16,2,3,8,258,2910862,2911119,2.58,active
4869,16,2,0,0,575,2911120,2911694,5.75,rest
4870,16,2,3,9,311,2911695,2912005,3.11,active
4871,16,2,0,0,531,2912006,2912536,5.31,rest
4872,16,2,3,10,265,2912537,2912801,2.65,active
4873,16,2,0,0,652,2912802,2913453,6.52,rest
4874,16,2,4,1,284,2913454,2913737,2.84,active
4875,16,2,0,0,527,2913738,2914264,5.27,rest
4876,16,2,4,2,320,2914265,2914584,3.2,active
4877,16,2,0,0,529,2914585,2915113,5.29,rest
4878,16,2,4,3,290,2915114,2915403,2.9,active
4879,16,2,0,0,533,2915404,2915936,5.33,rest
4880,16,2,4,4,285,2915937,2916221,2.85,active
4881,16,2,0,0,514,2916222,2916735,5.14,rest
4882,16,2,4,5,338,2916736,2917073,3.38,active
4883,16,2,0,0,552,2917074,2917625,5.52,rest
4884,16,2,4,6,306,2917626,2917931,3.06,active
4885,16,2,0,0,527,2917932,2918458,5.27,rest
4886,16,2,4,7,263,2918459,2918721,2.63,active
4887,16,2,0,0,581,2918722,2919302,5.81,rest
4888,16,2,4,8,254,2919303,2919556,2.54,active
4889,16,2,0,0,576,2919557,2920132,5.76,rest
4890,16,2,4,9,308,2920133,2920440,3.08,active
4891,16,2,0,0,531,2920441,2920971,5.31,rest
4892,16,2,4,10,239,2920972,2921210,2.39,active
4893,16,2,0,0,629,2921211,2921839,6.29,rest
4894,16,2,5,1,234,2921840,2922073,2.34,active
4895,16,2,0,0,628,2922074,2922701,6.28,rest
4896,16,2,5,2,198,2922702,2922899,1.98,active
4897,16,2,0,0,620,2922900,2923519,6.2,rest
4898,16,2,5,3,283,2923520,2923802,2.83,active
4899,16,2,0,0,535,2923803,2924337,5.35,rest
4900,16,2,5,4,316,2924338,2924653,3.16,active
4901,16,2,0,0,551,2924654,2925204,5.51,rest
4902,16,2,5,5,210,2925205,2925414,2.1,active
4903,16,2,0,0,603,2925415,2926017,6.03,rest
4904,16,2,5,6,269,2926018,2926286,2.69,active
4905,16,2,0,0,501,2926287,2926787,5.01,rest
4906,16,2,5,7,307,2926788,2927094,3.07,active
4907,16,2,0,0,532,2927095,2927626,5.32,rest
4908,16,2,5,8,319,2927627,2927945,3.19,active
4909,16,2,0,0,503,2927946,2928448,5.03,rest
4910,16,2,5,9,344,2928449,2928792,3.44,active
4911,16,2,0,0,542,2928793,2929334,5.42,rest
4912,16,2,5,10,301,2929335,2929635,3.01,active
4913,16,2,0,0,656,2929636,2930291,6.56,rest
4914,16,2,6,1,208,2930292,2930499,2.08,active
4915,16,2,0,0,551,2930500,2931050,5.51,rest
4916,16,2,6,2,253,2931051,2931303,2.53,active
4917,16,2,0,0,601,2931304,2931904,6.01,rest
4918,16,2,6,3,258,2931905,2932162,2.58,active
4919,16,2,0,0,537,2932163,2932699,5.37,rest
4920,16,2,6,4,347,2932700,2933046,3.47,active
4921,16,2,0,0,482,2933047,2933528,4.82,rest
4922,16,2,6,5,279,2933529,2933807,2.79,active
4923,16,2,0,0,586,2933808,2934393,5.86,rest
4924,16,2,6,6,284,2934394,2934677,2.84,active
4925,16,2,0,0,523,2934678,2935200,5.23,rest
4926,16,2,6,7,315,2935201,2935515,3.15,active
4927,16,2,0,0,519,2935516,2936034,5.19,rest
4928,16,2,6,8,311,2936035,2936345,3.11,active
4929,16,2,0,0,520,2936346,2936865,5.2,rest
4930,16,2,6,9,291,2936866,2937156,2.91,active
4931,16,2,0,0,586,2937157,2937742,5.86,rest
4932,16,2,6,10,273,2937743,2938015,2.73,active
4933,16,2,0,0,668,2938016,2938683,6.68,rest
4934,16,2,7,1,200,2938684,2938883,2.0,active
4935,16,2,0,0,618,2938884,2939501,6.18,rest
4936,16,2,7,2,257,2939502,2939758,2.57,active
4937,16,2,0,0,569,2939759,2940327,5.69,rest
4938,16,2,7,3,205,2940328,2940532,2.05,active
4939,16,2,0,0,637,2940533,2941169,6.37,rest
4940,16,2,7,4,344,2941170,2941513,3.44,active
4941,16,2,0,0,353,2941514,2941866,3.53,rest
4942,16,2,7,5,502,2941867,2942368,5.02,active
4943,16,2,0,0,475,2942369,2942843,4.75,rest
4944,16,2,7,6,283,2942844,2943126,2.83,active
4945,16,2,0,0,524,2943127,2943650,5.24,rest
4946,16,2,7,7,350,2943651,2944000,3.5,active
4947,16,2,0,0,374,2944001,2944374,3.74,rest
4948,16,2,7,8,413,2944375,2944787,4.13,active
4949,16,2,0,0,543,2944788,2945330,5.43,rest
4950,16,2,7,9,265,2945331,2945595,2.65,active
4951,16,2,0,0,574,2945596,2946169,5.74,rest
4952,16,2,7,10,284,2946170,2946453,2.84,active
4953,16,2,0,0,462,2946454,2946915,4.62,rest
4954,16,2,8,1,402,2946916,2947317,4.02,active
4955,16,2,0,0,521,2947318,2947838,5.21,rest
4956,16,2,8,2,248,2947839,2948086,2.48,active
4957,16,2,0,0,618,2948087,2948704,6.18,rest
4958,16,2,8,3,185,2948705,2948889,1.85,active
4959,16,2,0,0,578,2948890,2949467,5.78,rest
4960,16,2,8,4,270,2949468,2949737,2.7,active
4961,16,2,0,0,609,2949738,2950346,6.09,rest
4962,16,2,8,5,223,2950347,2950569,2.23,active
4963,16,2,0,0,649,2950570,2951218,6.49,rest
4964,16,2,8,6,215,2951219,2951433,2.15,active
4965,16,2,0,0,552,2951434,2951985,5.52,rest
4966,16,2,8,7,259,2951986,2952244,2.59,active
4967,16,2,0,0,652,2952245,2952896,6.52,rest
4968,16,2,8,8,185,2952897,2953081,1.85,active
4969,16,2,0,0,627,2953082,2953708,6.27,rest
4970,16,2,8,9,217,2953709,2953925,2.17,active
4971,16,2,0,0,624,2953926,2954549,6.24,rest
4972,16,2,8,10,211,2954550,2954760,2.11,active
4973,16,2,0,0,653,2954761,2955413,6.53,rest
4974,16,2,9,1,238,2955414,2955651,2.38,active
4975,16,2,0,0,551,2955652,2956202,5.51,rest
4976,16,2,9,2,242,2956203,2956444,2.42,active
4977,16,2,0,0,607,2956445,2957051,6.07,rest
4978,16,2,9,3,253,2957052,2957304,2.53,active
4979,16,2,0,0,576,2957305,2957880,5.76,rest
4980,16,2,9,4,237,2957881,2958117,2.37,active
4981,16,2,0,0,627,2958118,2958744,6.27,rest
4982,16,2,9,5,213,2958745,2958957,2.13,active
4983,16,2,0,0,609,2958958,2959566,6.09,rest
4984,16,2,9,6,231,2959567,2959797,2.31,active
4985,16,2,0,0,657,2959798,2960454,6.57,rest
4986,16,2,9,7,185,2960455,2960639,1.85,active
4987,16,2,0,0,609,2960640,2961248,6.09,rest
4988,16,2,9,8,234,2961249,2961482,2.34,active
4989,16,2,0,0,634,2961483,2962116,6.34,rest
4990,16,2,9,9,202,2962117,2962318,2.02,active
4991,16,2,0,0,612,2962319,2962930,6.12,rest
4992,16,2,9,10,208,2962931,2963138,2.08,active
4993,16,2,0,0,670,2963139,2963808,6.7,rest
4994,16,2,10,1,264,2963809,2964072,2.64,active
4995,16,2,0,0,612,2964073,2964684,6.12,rest
4996,16,2,10,2,184,2964685,2964868,1.84,active
4997,16,2,0,0,622,2964869,2965490,6.22,rest
4998,16,2,10,3,188,2965491,2965678,1.88,active
4999,16,2,0,0,673,2965679,2966351,6.73,rest
5000,16,2,10,4,199,2966352,2966550,1.99,active
5001,16,2,0,0,497,2966551,2967047,4.97,rest
5002,16,2,10,5,329,2967048,2967376,3.29,active
5003,16,2,0,0,589,2967377,2967965,5.89,rest
5004,16,2,10,6,211,2967966,2968176,2.11,active
5005,16,2,0,0,581,2968177,2968757,5.81,rest
5006,16,2,10,7,287,2968758,2969044,2.87,active
5007,16,2,0,0,530,2969045,2969574,5.3,rest
5008,16,2,10,8,289,2969575,2969863,2.89,active
5009,16,2,0,0,559,2969864,2970422,5.59,rest
5010,16,2,10,9,281,2970423,2970703,2.81,active
5011,16,2,0,0,520,2970704,2971223,5.2,rest
5012,16,2,10,10,314,2971224,2971537,3.14,active
5013,16,2,0,0,537,2971538,2972074,5.37,rest
5014,16,2,11,1,318,2972075,2972392,3.18,active
5015,16,2,0,0,513,2972393,2972905,5.13,rest
5016,16,2,11,2,249,2972906,2973154,2.49,active
5017,16,2,0,0,615,2973155,2973769,6.15,rest
5018,16,2,11,3,273,2973770,2974042,2.73,active
5019,16,2,0,0,517,2974043,2974559,5.17,rest
5020,16,2,11,4,331,2974560,2974890,3.31,active
5021,16,2,0,0,516,2974891,2975406,5.16,rest
5022,16,2,11,5,289,2975407,2975695,2.89,active
5023,16,2,0,0,540,2975696,2976235,5.4,rest
5024,16,2,11,6,276,2976236,2976511,2.76,active
5025,16,2,0,0,559,2976512,2977070,5.59,rest
5026,16,2,11,7,249,2977071,2977319,2.49,active
5027,16,2,0,0,609,2977320,2977928,6.09,rest
5028,16,2,11,8,294,2977929,2978222,2.94,active
5029,16,2,0,0,550,2978223,2978772,5.5,rest
5030,16,2,11,9,215,2978773,2978987,2.15,active
5031,16,2,0,0,541,2978988,2979528,5.41,rest
5032,16,2,11,10,307,2979529,2979835,3.07,active
5033,16,2,0,0,628,2979836,2980463,6.28,rest
5034,16,2,12,1,206,2980464,2980669,2.06,active
5035,16,2,0,0,599,2980670,2981268,5.99,rest
5036,16,2,12,2,255,2981269,2981523,2.55,active
5037,16,2,0,0,582,2981524,2982105,5.82,rest
5038,16,2,12,3,236,2982106,2982341,2.36,active
5039,16,2,0,0,594,2982342,2982935,5.94,rest
5040,16,2,12,4,289,2982936,2983224,2.89,active
5041,16,2,0,0,626,2983225,2983850,6.26,rest
5042,16,2,12,5,263,2983851,2984113,2.63,active
5043,16,2,0,0,507,2984114,2984620,5.07,rest
5044,16,2,12,6,253,2984621,2984873,2.53,active
5045,16,2,0,0,613,2984874,2985486,6.13,rest
5046,16,2,12,7,189,2985487,2985675,1.89,active
5047,16,2,0,0,589,2985676,2986264,5.89,rest
5048,16,2,12,8,269,2986265,2986533,2.69,active
5049,16,2,0,0,615,2986534,2987148,6.15,rest
5050,16,2,12,9,226,2987149,2987374,2.26,active
5051,16,2,0,0,695,2987375,2988069,6.95,rest
5052,16,2,12,10,350,2988070,2988419,3.5,active
5053,16,2,0,0,407,2988420,2988826,4.07,rest
5054,16,2,13,1,317,2988827,2989143,3.17,active
5055,16,2,0,0,478,2989144,2989621,4.78,rest
5056,16,2,13,2,385,2989622,2990006,3.85,active
5057,16,2,0,0,435,2990007,2990441,4.35,rest
5058,16,2,13,3,311,2990442,2990752,3.11,active
5059,16,2,0,0,562,2990753,2991314,5.62,rest
5060,16,2,13,4,317,2991315,2991631,3.17,active
5061,16,2,0,0,567,2991632,2992198,5.67,rest
5062,16,2,13,5,214,2992199,2992412,2.14,active
5063,16,2,0,0,553,2992413,2992965,5.53,rest
5064,16,2,13,6,317,2992966,2993282,3.17,active
5065,16,2,0,0,546,2993283,2993828,5.46,rest
5066,16,2,13,7,276,2993829,2994104,2.76,active
5067,16,2,0,0,557,2994105,2994661,5.57,rest
5068,16,2,13,8,303,2994662,2994964,3.03,active
5069,16,2,0,0,511,2994965,2995475,5.11,rest
5070,16,2,13,9,289,2995476,2995764,2.89,active
5071,16,2,0,0,555,2995765,2996319,5.55,rest
5072,16,2,13,10,456,2996320,2996775,4.56,active
5073,16,2,0,0,426,2996776,2997201,4.26,rest
5074,16,2,14,1,274,2997202,2997475,2.74,active
5075,16,2,0,0,526,2997476,2998001,5.26,rest
5076,16,2,14,2,324,2998002,2998325,3.24,active
5077,16,2,0,0,512,2998326,2998837,5.12,rest
5078,16,2,14,3,288,2998838,2999125,2.88,active
5079,16,2,0,0,571,2999126,2999696,5.71,rest
5080,16,2,14,4,219,2999697,2999915,2.19,active
5081,16,2,0,0,583,2999916,3000498,5.83,rest
5082,16,2,14,5,366,3000499,3000864,3.66,active
5083,16,2,0,0,487,3000865,3001351,4.87,rest
5084,16,2,14,6,344,3001352,3001695,3.44,active
5085,16,2,0,0,526,3001696,3002221,5.26,rest
5086,16,2,14,7,403,3002222,3002624,4.03,active
5087,16,2,0,0,403,3002625,3003027,4.03,rest
5088,16,2,14,8,279,3003028,3003306,2.79,active
5089,16,2,0,0,601,3003307,3003907,6.01,rest
5090,16,2,14,9,333,3003908,3004240,3.33,active
5091,16,2,0,0,461,3004241,3004701,4.61,rest
5092,16,2,14,10,305,3004702,3005006,3.05,active
5093,16,2,0,0,564,3005007,3005570,5.64,rest
5094,16,2,15,1,314,3005571,3005884,3.14,active
5095,16,2,0,0,529,3005885,3006413,5.29,rest
5096,16,2,15,2,271,3006414,3006684,2.71,active
5097,16,2,0,0,570,3006685,3007254,5.7,rest
5098,16,2,15,3,250,3007255,3007504,2.5,active
5099,16,2,0,0,624,3007505,3008128,6.24,rest
5100,16,2,15,4,230,3008129,3008358,2.3,active
5101,16,2,0,0,597,3008359,3008955,5.97,rest
5102,16,2,15,5,228,3008956,3009183,2.28,active
5103,16,2,0,0,564,3009184,3009747,5.64,rest
5104,16,2,15,6,292,3009748,3010039,2.92,active
5105,16,2,0,0,584,3010040,3010623,5.84,rest
5106,16,2,15,7,236,3010624,3010859,2.36,active
5107,16,2,0,0,598,3010860,3011457,5.98,rest
5108,16,2,15,8,264,3011458,3011721,2.64,active
5109,16,2,0,0,530,3011722,3012251,5.3,rest
5110,16,2,15,9,313,3012252,3012564,3.13,active
5111,16,2,0,0,557,3012565,3013121,5.57,rest
5112,16,2,15,10,248,3013122,3013369,2.48,active
5113,16,2,0,0,651,3013370,3014020,6.51,rest
5114,16,2,16,1,341,3014021,3014361,3.41,active
5115,16,2,0,0,450,3014362,3014811,4.5,rest
5116,16,2,16,2,355,3014812,3015166,3.55,active
5117,16,2,0,0,496,3015167,3015662,4.96,rest
5118,16,2,16,3,365,3015663,3016027,3.65,active
5119,16,2,0,0,407,3016028,3016434,4.07,rest
5120,16,2,16,4,377,3016435,3016811,3.77,active
5121,16,2,0,0,526,3016812,3017337,5.26,rest
5122,16,2,16,5,313,3017338,3017650,3.13,active
5123,16,2,0,0,528,3017651,3018178,5.28,rest
5124,16,2,16,6,286,3018179,3018464,2.86,active
5125,16,2,0,0,525,3018465,3018989,5.25,rest
5126,16,2,16,7,318,3018990,3019307,3.18,active
5127,16,2,0,0,518,3019308,3019825,5.18,rest
5128,16,2,16,8,368,3019826,3020193,3.68,active
5129,16,2,0,0,475,3020194,3020668,4.75,rest
5130,16,2,16,9,327,3020669,3020995,3.27,active
5131,16,2,0,0,463,3020996,3021458,4.63,rest
5132,16,2,16,10,324,3021459,3021782,3.24,active
5133,16,2,0,0,576,3021783,3022358,5.76,rest
5134,16,2,17,1,379,3022359,3022737,3.79,active
5135,16,2,0,0,435,3022738,3023172,4.35,rest
5136,16,2,17,2,315,3023173,3023487,3.15,active
5137,16,2,0,0,472,3023488,3023959,4.72,rest
5138,16,2,17,3,337,3023960,3024296,3.37,active
5139,16,2,0,0,541,3024297,3024837,5.41,rest
5140,16,2,17,4,249,3024838,3025086,2.49,active
5141,16,2,0,0,543,3025087,3025629,5.43,rest
5142,16,2,17,5,333,3025630,3025962,3.33,active
5143,16,2,0,0,559,3025963,3026521,5.59,rest
5144,16,2,17,6,312,3026522,3026833,3.12,active
5145,16,2,0,0,526,3026834,3027359,5.26,rest
5146,16,2,17,7,332,3027360,3027691,3.32,active
5147,16,2,0,0,504,3027692,3028195,5.04,rest
5148,16,2,17,8,310,3028196,3028505,3.1,active
5149,16,2,0,0,512,3028506,3029017,5.12,rest
5150,16,2,17,9,247,3029018,3029264,2.47,active
5151,16,2,0,0,593,3029265,3029857,5.93,rest
5152,16,2,17,10,286,3029858,3030143,2.86,active
5153,16,2,0,0,494,3030144,3030637,4.94,rest
5154,16,3,0,0,413,3030638,3031050,4.13,rest
5155,16,3,1,1,264,3031051,3031314,2.64,active
5156,16,3,0,0,570,3031315,3031884,5.7,rest
5157,16,3,1,2,455,3031885,3032339,4.55,active
5158,16,3,0,0,423,3032340,3032762,4.23,rest
5159,16,3,1,3,224,3032763,3032986,2.24,active
5160,16,3,0,0,533,3032987,3033519,5.33,rest
5161,16,3,1,4,303,3033520,3033822,3.03,active
5162,16,3,0,0,541,3033823,3034363,5.41,rest
5163,16,3,1,5,316,3034364,3034679,3.16,active
5164,16,3,0,0,517,3034680,3035196,5.17,rest
5165,16,3,1,6,316,3035197,3035512,3.16,active
5166,16,3,0,0,508,3035513,3036020,5.08,rest
5167,16,3,1,7,366,3036021,3036386,3.66,active
5168,16,3,0,0,441,3036387,3036827,4.41,rest
5169,16,3,1,8,362,3036828,3037189,3.62,active
5170,16,3,0,0,497,3037190,3037686,4.97,rest
5171,16,3,1,9,321,3037687,3038007,3.21,active
5172,16,3,0,0,475,3038008,3038482,4.75,rest
5173,16,3,1,10,341,3038483,3038823,3.41,active
5174,16,3,0,0,2077,3038824,3040900,20.77,rest
5175,16,3,2,1,331,3040901,3041231,3.31,active
5176,16,3,0,0,577,3041232,3041808,5.77,rest
5177,16,3,2,2,273,3041809,3042081,2.73,active
5178,16,3,0,0,558,3042082,3042639,5.58,rest
5179,16,3,2,3,266,3042640,3042905,2.66,active
5180,16,3,0,0,586,3042906,3043491,5.86,rest
5181,16,3,2,4,295,3043492,3043786,2.95,active
5182,16,3,0,0,525,3043787,3044311,5.25,rest
5183,16,3,2,5,388,3044312,3044699,3.88,active
5184,16,3,0,0,397,3044700,3045096,3.97,rest
5185,16,3,2,6,316,3045097,3045412,3.16,active
5186,16,3,0,0,677,3045413,3046089,6.77,rest
5187,16,3,2,7,197,3046090,3046286,1.97,active
5188,16,3,0,0,531,3046287,3046817,5.31,rest
5189,16,3,2,8,273,3046818,3047090,2.73,active
5190,16,3,0,0,573,3047091,3047663,5.73,rest
5191,16,3,2,9,366,3047664,3048029,3.66,active
5192,16,3,0,0,485,3048030,3048514,4.85,rest
5193,16,3,2,10,188,3048515,3048702,1.88,active
5194,16,3,0,0,2028,3048703,3050730,20.28,rest
5195,16,3,3,1,291,3050731,3051021,2.91,active
5196,16,3,0,0,426,3051022,3051447,4.26,rest
5197,16,3,3,2,394,3051448,3051841,3.94,active
5198,16,3,0,0,507,3051842,3052348,5.07,rest
5199,16,3,3,3,211,3052349,3052559,2.11,active
5200,16,3,0,0,616,3052560,3053175,6.16,rest
5201,16,3,3,4,308,3053176,3053483,3.08,active
5202,16,3,0,0,516,3053484,3053999,5.16,rest
5203,16,3,3,5,272,3054000,3054271,2.72,active
5204,16,3,0,0,585,3054272,3054856,5.85,rest
5205,16,3,3,6,230,3054857,3055086,2.3,active
5206,16,3,0,0,560,3055087,3055646,5.6,rest
5207,16,3,3,7,268,3055647,3055914,2.68,active
5208,16,3,0,0,558,3055915,3056472,5.58,rest
5209,16,3,3,8,330,3056473,3056802,3.3,active
5210,16,3,0,0,463,3056803,3057265,4.63,rest
5211,16,3,3,9,290,3057266,3057555,2.9,active
5212,16,3,0,0,529,3057556,3058084,5.29,rest
5213,16,3,3,10,375,3058085,3058459,3.75,active
5214,16,3,0,0,1227,3058460,3059686,12.27,rest
5215,16,3,4,1,323,3059687,3060009,3.23,active
5216,16,3,0,0,488,3060010,3060497,4.88,rest
5217,16,3,4,2,481,3060498,3060978,4.81,active
5218,16,3,0,0,341,3060979,3061319,3.41,rest
5219,16,3,4,3,376,3061320,3061695,3.76,active
5220,16,3,0,0,523,3061696,3062218,5.23,rest
5221,16,3,4,4,255,3062219,3062473,2.55,active
5222,16,3,0,0,535,3062474,3063008,5.35,rest
5223,16,3,4,5,309,3063009,3063317,3.09,active
5224,16,3,0,0,532,3063318,3063849,5.32,rest
5225,16,3,4,6,295,3063850,3064144,2.95,active
5226,16,3,0,0,557,3064145,3064701,5.57,rest
5227,16,3,4,7,320,3064702,3065021,3.2,active
5228,16,3,0,0,561,3065022,3065582,5.61,rest
5229,16,3,4,8,265,3065583,3065847,2.65,active
5230,16,3,0,0,535,3065848,3066382,5.35,rest
5231,16,3,4,9,324,3066383,3066706,3.24,active
5232,16,3,0,0,511,3066707,3067217,5.11,rest
5233,16,3,4,10,292,3067218,3067509,2.92,active
5234,16,3,0,0,1434,3067510,3068943,14.34,rest
5235,16,3,5,1,370,3068944,3069313,3.7,active
5236,16,3,0,0,446,3069314,3069759,4.46,rest
5237,16,3,5,2,299,3069760,3070058,2.99,active
5238,16,3,0,0,553,3070059,3070611,5.53,rest
5239,16,3,5,3,287,3070612,3070898,2.87,active
5240,16,3,0,0,543,3070899,3071441,5.43,rest
5241,16,3,5,4,329,3071442,3071770,3.29,active
5242,16,3,0,0,541,3071771,3072311,5.41,rest
5243,16,3,5,5,262,3072312,3072573,2.62,active
5244,16,3,0,0,544,3072574,3073117,5.44,rest
5245,16,3,5,6,361,3073118,3073478,3.61,active
5246,16,3,0,0,372,3073479,3073850,3.72,rest
5247,16,3,5,7,326,3073851,3074176,3.26,active
5248,16,3,0,0,532,3074177,3074708,5.32,rest
5249,16,3,5,8,390,3074709,3075098,3.9,active
5250,16,3,0,0,503,3075099,3075601,5.03,rest
5251,16,3,5,9,263,3075602,3075864,2.63,active
5252,16,3,0,0,489,3075865,3076353,4.89,rest
5253,16,3,5,10,329,3076354,3076682,3.29,active
5254,16,3,0,0,1566,3076683,3078248,15.66,rest
5255,16,3,6,1,305,3078249,3078553,3.05,active
5256,16,3,0,0,464,3078554,3079017,4.64,rest
5257,16,3,6,2,291,3079018,3079308,2.91,active
5258,16,3,0,0,514,3079309,3079822,5.14,rest
5259,16,3,6,3,328,3079823,3080150,3.28,active
5260,16,3,0,0,483,3080151,3080633,4.83,rest
5261,16,3,6,4,382,3080634,3081015,3.82,active
5262,16,3,0,0,499,3081016,3081514,4.99,rest
5263,16,3,6,5,285,3081515,3081799,2.85,active
5264,16,3,0,0,577,3081800,3082376,5.77,rest
5265,16,3,6,6,257,3082377,3082633,2.57,active
5266,16,3,0,0,501,3082634,3083134,5.01,rest
5267,16,3,6,7,309,3083135,3083443,3.09,active
5268,16,3,0,0,552,3083444,3083995,5.52,rest
5269,16,3,6,8,298,3083996,3084293,2.98,active
5270,16,3,0,0,495,3084294,3084788,4.95,rest
5271,16,3,6,9,311,3084789,3085099,3.11,active
5272,16,3,0,0,548,3085100,3085647,5.48,rest
5273,16,3,6,10,274,3085648,3085921,2.74,active
5274,16,3,0,0,1336,3085922,3087257,13.36,rest
5275,16,3,7,1,344,3087258,3087601,3.44,active
5276,16,3,0,0,394,3087602,3087995,3.94,rest
5277,16,3,7,2,531,3087996,3088526,5.31,active
5278,16,3,0,0,314,3088527,3088840,3.14,rest
5279,16,3,7,3,299,3088841,3089139,2.99,active
5280,16,3,0,0,529,3089140,3089668,5.29,rest
5281,16,3,7,4,438,3089669,3090106,4.38,active
5282,16,3,0,0,414,3090107,3090520,4.14,rest
5283,16,3,7,5,398,3090521,3090918,3.98,active
5284,16,3,0,0,450,3090919,3091368,4.5,rest
5285,16,3,7,6,295,3091369,3091663,2.95,active
5286,16,3,0,0,527,3091664,3092190,5.27,rest
5287,16,3,7,7,559,3092191,3092749,5.59,active
5288,16,3,0,0,404,3092750,3093153,4.04,rest
5289,16,3,7,8,441,3093154,3093594,4.41,active
5290,16,3,0,0,580,3093595,3094174,5.8,rest
5291,16,3,7,9,257,3094175,3094431,2.57,active
5292,16,3,0,0,260,3094432,3094691,2.6,rest
5293,16,3,7,10,510,3094692,3095201,5.1,active
5294,16,3,0,0,489,3095202,3095690,4.89,rest
5295,16,3,8,1,325,3095691,3096015,3.25,active
5296,16,3,0,0,434,3096016,3096449,4.34,rest
5297,16,3,8,2,507,3096450,3096956,5.07,active
5298,16,3,0,0,253,3096957,3097209,2.53,rest
5299,16,3,8,3,264,3097210,3097473,2.64,active
5300,16,3,0,0,582,3097474,3098055,5.82,rest
5301,16,3,8,4,399,3098056,3098454,3.99,active
5302,16,3,0,0,514,3098455,3098968,5.14,rest
5303,16,3,8,5,215,3098969,3099183,2.15,active
5304,16,3,0,0,649,3099184,3099832,6.49,rest
5305,16,3,8,6,268,3099833,3100100,2.68,active
5306,16,3,0,0,565,3100101,3100665,5.65,rest
5307,16,3,8,7,189,3100666,3100854,1.89,active
5308,16,3,0,0,581,3100855,3101435,5.81,rest
5309,16,3,8,8,432,3101436,3101867,4.32,active
